applicant_id,business_type,years_in_operation,annual_revenue,monthly_cashflow,loan_amount_requested,credit_score,existing_loans,collateral_value,repayment_history,debt_to_income_ratio,default_flag
APP-2627,Manufacturing,9,780559,13315,588032,686,1,326243,Poor,0.36,0
APP-2628,Trading,4,571727,5972,950237,707,0,104012,Good,0.4,0
APP-2629,Services,15,1912015,56736,536761,568,0,133154,Good,0.35,0
APP-2630,Trading,12,2500503,64784,673468,470,0,124878,Good,0.32,0
APP-2631,Trading,3,1582713,44856,563003,469,3,447020,Good,0.44,0
APP-2632,Services,14,3010356,64768,254826,458,0,157333,Good,0.22,0
APP-2633,Manufacturing,17,4790616,82764,263856,808,1,217578,Average,0.41,0
APP-2634,Trading,19,2055464,17245,773707,746,2,9795,Good,0.76,0
APP-2635,Trading,6,2926673,44724,529637,381,2,307453,Poor,0.12,1
APP-2636,Services,4,1332322,28241,786796,356,2,192528,Good,0.22,0
APP-2637,Manufacturing,7,4655677,116123,435426,818,3,229636,Good,0.64,0
APP-2638,Trading,19,4067641,57177,833749,411,0,20180,Good,0.19,1
APP-2639,Services,17,1593912,18817,337660,347,0,456504,Good,0.29,0
APP-2640,Trading,16,3546425,47428,698722,675,0,308479,Average,0.42,0
APP-2641,Services,15,1755692,30171,64604,332,0,355031,Good,0.76,1
APP-2642,Manufacturing,8,1058507,12747,518410,803,1,497502,Average,0.23,0
APP-2643,Manufacturing,19,676776,8293,14889,302,0,259495,Good,0.75,1
APP-2644,Manufacturing,8,2768181,26095,754917,785,2,426484,Average,0.6,0
APP-2645,Manufacturing,18,1811987,53909,870180,815,0,197623,Average,0.57,0
APP-2646,Trading,16,1032099,14271,828403,341,0,239901,Good,0.61,1
APP-2647,Trading,19,3536082,102125,584839,308,1,155561,Good,0.12,1
APP-2648,Manufacturing,10,1600642,30878,668561,441,0,190470,Good,0.17,0
APP-2649,Manufacturing,17,1841825,44469,247230,735,2,122352,Good,0.33,0
APP-2650,Manufacturing,13,3160041,32314,246139,326,3,364411,Good,0.15,0
APP-2651,Trading,13,2544903,58336,643245,342,2,185542,Good,0.79,1
APP-2652,Manufacturing,7,566031,8820,99882,430,0,339546,Good,0.51,1
APP-2653,Manufacturing,10,97367,1043,310102,515,3,110551,Poor,0.44,1
APP-2654,Manufacturing,2,1682748,52231,744611,819,0,363154,Good,0.65,0
APP-2655,Services,4,4912944,115080,277825,644,2,80808,Poor,0.78,1
APP-2656,Manufacturing,6,414716,5961,111982,807,0,120823,Good,0.77,0
APP-2657,Services,18,2724691,51291,56870,712,0,425377,Good,0.66,0
APP-2658,Services,6,294697,5085,924828,545,3,120469,Good,0.36,0
APP-2659,Manufacturing,17,4970791,128484,223328,748,0,198707,Good,0.15,0
APP-2660,Services,14,504623,11868,863635,320,2,334066,Average,0.17,0
APP-2661,Manufacturing,11,1360646,12011,169224,707,0,333018,Poor,0.1,0
APP-2662,Trading,19,91340,1212,584349,756,2,379397,Good,0.1,0
APP-2663,Trading,2,1019738,20686,198691,743,3,322505,Poor,0.76,1
APP-2664,Trading,3,942743,18355,592523,564,1,73836,Good,0.75,1
APP-2665,Trading,11,2064751,43876,834322,483,1,191838,Poor,0.57,1
APP-2666,Services,6,1463285,38343,624361,526,1,152472,Good,0.61,1
APP-2667,Manufacturing,14,3190283,80980,857833,847,3,286785,Poor,0.46,0
APP-2668,Manufacturing,19,2575525,45467,545505,545,0,183305,Average,0.27,0
APP-2669,Manufacturing,16,1380657,41796,320495,372,1,69833,Good,0.74,1
APP-2670,Trading,7,1014211,10047,830173,449,0,251673,Good,0.29,0
APP-2671,Trading,8,995161,22835,423870,812,0,412548,Good,0.62,0
APP-2672,Manufacturing,19,2378767,76300,202386,368,0,499925,Good,0.27,0
APP-2673,Trading,16,2757133,60823,273552,529,1,383043,Average,0.71,1
APP-2674,Manufacturing,7,4869523,95983,531817,371,2,113398,Average,0.56,1
APP-2675,Manufacturing,9,3136810,36641,577191,696,0,408417,Average,0.55,0
APP-2676,Manufacturing,13,3895979,111378,749568,383,1,438598,Good,0.17,1
APP-2677,Manufacturing,1,2744991,48526,117042,598,1,46129,Good,0.39,0
APP-2678,Manufacturing,8,1847555,47786,778013,592,1,295952,Good,0.47,1
APP-2679,Manufacturing,4,103010,1367,666578,522,3,78346,Average,0.31,1
APP-2680,Manufacturing,3,957272,8979,191644,515,0,73524,Good,0.72,1
APP-2681,Trading,3,4424984,70667,986302,530,0,56625,Good,0.69,1
APP-2682,Manufacturing,13,2546282,39132,504897,704,0,302471,Good,0.45,0
APP-2683,Manufacturing,8,4124411,124434,394333,468,2,150651,Good,0.34,1
APP-2684,Trading,7,586364,17561,643556,628,3,21483,Good,0.66,0
APP-2685,Trading,1,953057,20662,564393,725,0,393719,Good,0.24,0
APP-2686,Trading,16,1800652,15860,79634,495,0,333024,Poor,0.15,1
APP-2687,Manufacturing,6,1673162,23493,389570,825,1,8947,Good,0.13,0
APP-2688,Services,7,4036464,98120,992567,376,2,140605,Average,0.13,0
APP-2689,Services,12,4314139,46888,148691,576,1,178648,Good,0.44,0
APP-2690,Trading,9,2669909,69014,415155,765,3,303060,Average,0.28,0
APP-2691,Services,11,2783864,24031,28226,747,2,440139,Good,0.58,0
APP-2692,Trading,10,713478,18120,35322,619,2,448378,Average,0.56,0
APP-2693,Manufacturing,1,4189524,123368,913936,459,1,473945,Average,0.48,1
APP-2694,Services,18,1352970,27145,854647,791,0,125468,Good,0.35,0
APP-2695,Manufacturing,4,2466207,71668,944382,612,2,460133,Poor,0.7,1
APP-2696,Services,5,1040993,29014,934064,460,1,251362,Good,0.6,1
APP-2697,Manufacturing,9,1638049,41145,965782,607,0,269156,Average,0.29,0
APP-2698,Services,17,1009296,19642,701572,445,0,15213,Good,0.45,0
APP-2699,Manufacturing,3,1863948,28203,104835,695,1,420779,Poor,0.21,0
APP-2700,Manufacturing,16,312530,9330,265027,388,1,146284,Average,0.33,0
APP-2701,Services,5,3681097,90363,83079,607,1,95660,Good,0.8,0
APP-2702,Manufacturing,16,2092361,59179,33946,845,0,322332,Good,0.26,0
APP-2703,Manufacturing,3,267767,5926,697100,670,1,46576,Average,0.59,0
APP-2704,Manufacturing,15,1159970,14650,907165,750,0,272855,Average,0.27,0
APP-2705,Services,3,3920033,128652,17253,466,1,489018,Poor,0.76,1
APP-2706,Services,14,696004,8979,89311,691,1,249486,Good,0.32,0
APP-2707,Manufacturing,16,237486,7389,829245,790,2,247647,Good,0.34,0
APP-2708,Manufacturing,17,1678782,22725,991835,449,2,271659,Good,0.52,1
APP-2709,Services,18,3438284,60778,955136,767,2,151265,Good,0.51,0
APP-2710,Services,18,1476360,28546,320509,342,2,198739,Good,0.51,1
APP-2711,Manufacturing,14,1783391,55940,601881,328,1,133496,Good,0.5,0
APP-2712,Manufacturing,18,416590,12721,960935,330,0,44344,Good,0.32,1
APP-2713,Manufacturing,15,144702,4183,964940,427,1,194164,Good,0.4,1
APP-2714,Trading,15,2252661,39985,159485,593,1,480575,Good,0.52,1
APP-2715,Services,6,4600056,38850,236833,740,1,321739,Average,0.57,0
APP-2716,Trading,15,1212886,30774,572773,687,0,447842,Good,0.28,0
APP-2717,Services,18,4125341,76760,209304,823,3,271344,Good,0.59,0
APP-2718,Services,4,2979386,81217,907936,846,0,181541,Good,0.75,0
APP-2719,Services,8,3919108,110537,812533,409,0,154103,Good,0.63,1
APP-2720,Services,15,4803214,92828,543119,627,3,134288,Poor,0.16,1
APP-2721,Services,3,3313647,89587,487799,704,2,438810,Good,0.43,0
APP-2722,Services,15,3067253,89967,324041,544,0,262160,Average,0.4,0
APP-2723,Services,13,1008101,31800,15004,462,3,102974,Good,0.34,0
APP-2724,Trading,9,4940618,113114,318068,698,0,419594,Average,0.44,0
APP-2725,Manufacturing,2,119519,3322,424725,698,2,100927,Good,0.41,0
APP-2726,Manufacturing,8,4955779,102572,47170,792,1,424950,Good,0.1,0
APP-2727,Trading,17,1010655,9474,577843,538,1,341030,Average,0.27,0
APP-2728,Trading,13,1246688,15226,417878,764,2,114817,Good,0.25,0
APP-2729,Trading,1,2191924,25292,128115,331,0,145522,Average,0.34,0
APP-2730,Trading,2,2269583,28659,900648,422,0,394689,Good,0.22,0
APP-2731,Services,15,3029674,26020,862362,833,1,287669,Average,0.15,0
APP-2732,Manufacturing,12,2342056,69795,188475,409,0,421788,Poor,0.24,1
APP-2733,Services,14,208988,4668,308509,570,3,304172,Poor,0.7,1
APP-2734,Manufacturing,2,2661895,47680,334332,679,1,168151,Good,0.66,0
APP-2735,Manufacturing,18,2077787,38600,741420,599,0,190039,Good,0.41,0
APP-2736,Trading,7,4283384,85312,370777,548,1,52047,Poor,0.71,1
APP-2737,Services,6,4350546,44290,954177,820,0,292254,Average,0.26,0
APP-2738,Trading,14,977281,14854,73471,333,0,363184,Good,0.51,1
APP-2739,Services,8,4411707,130692,420372,527,1,119786,Good,0.2,0
APP-2740,Manufacturing,2,4500696,121182,591575,698,3,92424,Good,0.68,0
APP-2741,Trading,17,4265272,95620,404861,519,1,133018,Poor,0.19,1
APP-2742,Trading,5,3430145,69806,331220,670,0,415159,Good,0.12,0
APP-2743,Manufacturing,14,2923382,43288,497801,827,1,254568,Good,0.29,0
APP-2744,Manufacturing,3,3105450,62465,650763,374,0,15740,Good,0.73,1
APP-2745,Manufacturing,5,1440179,33526,60151,435,0,485197,Poor,0.19,1
APP-2746,Trading,16,3821414,99927,601672,373,2,114988,Average,0.33,0
APP-2747,Services,18,796470,9955,372009,553,3,74712,Good,0.32,1
APP-2748,Trading,17,1982893,56831,567829,317,0,357546,Good,0.66,1
APP-2749,Services,11,4397633,74665,82847,342,1,437867,Poor,0.4,1
APP-2750,Trading,17,1199164,25080,752459,349,3,37269,Average,0.53,1
APP-2751,Trading,16,1622762,38185,221811,814,0,470370,Good,0.38,0
APP-2752,Manufacturing,2,1968517,40424,847387,602,0,221344,Average,0.49,0
APP-2753,Services,4,3509544,79428,936794,441,3,300826,Good,0.14,1
APP-2754,Trading,7,2880095,32030,503570,501,2,120359,Average,0.36,0
APP-2755,Trading,2,3479985,66597,986446,506,0,155673,Good,0.7,1
APP-2756,Manufacturing,6,1361414,20890,748027,714,0,294994,Good,0.58,0
APP-2757,Manufacturing,17,4235727,44407,433359,520,0,41132,Average,0.79,1
APP-2758,Services,7,65588,860,952013,661,1,443366,Good,0.65,0
APP-2759,Trading,5,2864268,67007,359924,380,2,136876,Good,0.42,0
APP-2760,Services,5,507301,6721,702101,584,1,252697,Good,0.57,1
APP-2761,Trading,16,3912230,50311,430114,668,1,85061,Good,0.64,0
APP-2762,Services,19,3260101,72224,527649,791,0,52034,Average,0.29,0
APP-2763,Manufacturing,9,4067763,125900,109919,645,0,307205,Good,0.14,0
APP-2764,Trading,5,4775296,133950,384998,503,0,420635,Good,0.38,1
APP-2765,Services,8,97361,3014,226746,324,2,416962,Good,0.2,1
APP-2766,Manufacturing,9,2289665,52451,204020,368,1,340492,Good,0.29,1
APP-2767,Manufacturing,5,4210244,78232,596056,815,0,485438,Good,0.76,0
APP-2768,Services,10,4258981,113179,53262,791,1,232460,Average,0.69,0
APP-2769,Trading,2,4009978,59618,408722,539,2,460797,Good,0.51,1
APP-2770,Trading,9,2008970,20661,554893,660,1,156408,Average,0.38,0
APP-2771,Manufacturing,11,1765979,29931,612878,740,0,114892,Good,0.29,0
APP-2772,Trading,4,3473604,54932,300375,330,0,45952,Good,0.5,0
APP-2773,Trading,2,2558894,64539,613685,621,0,358140,Good,0.47,0
APP-2774,Trading,6,1894348,41898,87123,643,2,178215,Good,0.65,0
APP-2775,Manufacturing,14,809848,9548,809947,835,1,480420,Average,0.75,0
APP-2776,Services,1,1459277,45304,359355,654,2,388126,Good,0.33,0
APP-2777,Trading,18,1642023,38040,441838,770,2,59379,Good,0.24,0
APP-2778,Manufacturing,7,172366,3408,813032,404,3,165392,Poor,0.38,1
APP-2779,Manufacturing,1,2343316,74431,168964,621,0,368264,Good,0.41,0
APP-2780,Services,1,842644,9071,865742,826,0,127852,Good,0.13,0
APP-2781,Trading,1,1589152,44612,949305,803,1,360255,Poor,0.7,1
APP-2782,Trading,4,873837,15248,178767,384,0,492344,Good,0.8,1
APP-2783,Services,4,442776,11387,956357,534,2,36516,Average,0.75,1
APP-2784,Services,18,406440,12844,669789,562,2,190861,Good,0.7,1
APP-2785,Manufacturing,11,891618,18970,669966,305,1,333258,Good,0.79,1
APP-2786,Manufacturing,1,1011743,9003,407694,793,0,251672,Good,0.74,0
APP-2787,Services,10,4779124,43272,648668,588,0,384222,Good,0.58,1
APP-2788,Trading,9,2357278,39124,487032,649,0,391801,Good,0.22,0
APP-2789,Manufacturing,4,1085340,30253,705494,499,2,234573,Good,0.21,0
APP-2790,Manufacturing,6,3412079,53023,473179,634,0,61240,Average,0.13,0
APP-2791,Trading,16,3524412,58840,908212,516,0,303942,Average,0.39,0
APP-2792,Manufacturing,2,153021,4276,998401,652,0,217687,Good,0.67,0
APP-2793,Trading,18,2061562,23167,166547,624,3,449136,Good,0.44,0
APP-2794,Trading,10,50209,1481,862609,527,1,380515,Good,0.36,0
APP-2795,Trading,17,272071,4075,687090,444,3,66473,Average,0.18,1
APP-2796,Services,13,3856627,37077,162185,607,2,196398,Good,0.14,0
APP-2797,Services,18,2953561,33277,685371,584,1,125811,Good,0.38,0
APP-2798,Services,13,2508884,80653,65746,691,0,466347,Good,0.17,0
APP-2799,Trading,17,3057446,59976,919507,659,0,393640,Poor,0.17,1
APP-2800,Trading,5,266194,3924,708213,464,1,194946,Good,0.38,0
APP-2801,Services,11,2504082,53499,881627,523,2,109806,Good,0.45,0
APP-2802,Manufacturing,7,2535702,64386,833250,423,0,134123,Good,0.23,0
APP-2803,Trading,10,3647326,59463,178393,643,0,101209,Average,0.58,0
APP-2804,Manufacturing,17,57399,1519,293453,823,1,359022,Average,0.39,0
APP-2805,Manufacturing,15,2245814,32877,946192,351,0,452697,Average,0.16,0
APP-2806,Trading,18,3491489,38901,300320,428,1,457088,Average,0.55,1
APP-2807,Trading,19,4907162,108330,603167,434,0,77774,Good,0.35,1
APP-2808,Manufacturing,2,1084023,13128,601880,426,0,289930,Good,0.14,0
APP-2809,Manufacturing,4,443545,14124,356872,370,0,95204,Average,0.76,1
APP-2810,Services,3,350763,2926,230084,572,1,199302,Good,0.5,1
APP-2811,Services,7,1105608,30100,936920,486,1,200203,Good,0.43,1
APP-2812,Trading,18,3899182,59736,967498,302,0,132339,Average,0.7,1
APP-2813,Services,10,3495906,103078,731782,584,2,459173,Average,0.76,1
APP-2814,Services,7,1614458,15881,805016,321,0,193717,Poor,0.25,1
APP-2815,Services,8,1971166,63389,658843,465,0,19650,Poor,0.67,1
APP-2816,Services,6,1716984,18660,365446,609,1,269161,Good,0.68,0
APP-2817,Manufacturing,1,4292154,120310,918840,776,0,403065,Poor,0.14,1
APP-2818,Trading,4,1627586,34613,553118,797,1,247860,Good,0.6,0
APP-2819,Services,14,4524220,86381,226897,733,3,220121,Average,0.14,0
APP-2820,Manufacturing,17,398249,6108,786522,533,1,324597,Good,0.52,1
APP-2821,Manufacturing,18,4679199,137416,873498,675,1,442333,Good,0.57,0
APP-2822,Manufacturing,11,1036275,13810,800023,545,1,450463,Poor,0.36,1
APP-2823,Services,14,4248880,112019,103878,602,0,438115,Good,0.72,0
APP-2824,Services,9,1460124,28440,135407,704,1,434860,Good,0.66,0
APP-2825,Trading,15,2582000,85969,651157,320,0,67762,Good,0.75,1
APP-2826,Services,12,1664340,39308,267716,556,3,135460,Good,0.32,1
APP-2827,Services,10,3444020,37670,817827,698,0,67958,Good,0.12,0
APP-2828,Manufacturing,19,1522077,28647,981686,828,1,171066,Good,0.67,0
APP-2829,Trading,19,860586,8597,26738,350,3,468021,Good,0.26,0
APP-2830,Services,6,1478931,22886,143703,746,2,470929,Good,0.43,0
APP-2831,Services,6,3764534,63681,683265,569,3,77568,Average,0.67,1
APP-2832,Manufacturing,8,1649826,48938,553344,561,1,334996,Good,0.25,0
APP-2833,Manufacturing,1,2910597,85231,775034,664,0,133915,Good,0.32,0
APP-2834,Services,17,1398483,12058,520241,348,2,28015,Poor,0.41,1
APP-2835,Trading,17,4360493,94362,393800,817,0,462863,Good,0.29,0
APP-2836,Trading,15,1208866,16829,649604,417,0,438447,Good,0.42,0
APP-2837,Manufacturing,7,1031598,16851,700807,752,2,480795,Average,0.11,0
APP-2838,Manufacturing,19,4092974,36323,588706,696,1,226709,Average,0.25,0
APP-2839,Services,3,855896,23175,833622,326,2,46546,Average,0.68,1
APP-2840,Manufacturing,11,1009540,32404,36014,671,3,313199,Poor,0.39,0
APP-2841,Services,19,2271132,31375,738359,396,2,364672,Good,0.55,1
APP-2842,Trading,9,3238027,54650,773277,828,0,224478,Poor,0.26,1
APP-2843,Trading,10,791165,10676,191350,485,1,103283,Poor,0.55,1
APP-2844,Services,2,81541,2575,921995,514,2,251123,Average,0.8,1
APP-2845,Manufacturing,1,525759,4504,798212,550,3,311721,Good,0.52,1
APP-2846,Trading,16,2894510,66370,494859,515,0,166241,Average,0.54,1
APP-2847,Manufacturing,18,4373492,131652,724618,328,0,172781,Good,0.18,0
APP-2848,Trading,17,258150,3353,500339,401,2,291559,Average,0.38,1
APP-2849,Services,6,2623338,60555,52192,422,0,408901,Good,0.7,1
APP-2850,Services,14,1908777,18323,986804,353,1,278107,Average,0.68,1
APP-2851,Services,15,530620,15227,901307,582,0,160770,Good,0.47,1
APP-2852,Trading,14,4788748,72760,371273,416,1,487902,Good,0.73,1
APP-2853,Manufacturing,3,4985500,164781,53923,413,2,62415,Average,0.2,1
APP-2854,Manufacturing,19,4913099,154190,623484,842,0,56400,Good,0.56,0
APP-2855,Manufacturing,12,4969314,132413,536683,592,1,376875,Good,0.27,0
APP-2856,Trading,2,1172207,24328,374593,494,0,55450,Good,0.55,1
APP-2857,Trading,3,874341,24042,393891,591,0,349106,Average,0.16,0
APP-2858,Trading,18,2740927,31790,762744,560,0,443927,Good,0.76,1
APP-2859,Trading,1,3086124,49650,418995,506,2,464787,Good,0.65,1
APP-2860,Trading,6,2632977,23711,605316,348,0,203679,Good,0.24,0
APP-2861,Manufacturing,5,4554103,111388,957226,305,1,413794,Average,0.55,1
APP-2862,Trading,1,477557,13596,410327,678,1,486796,Good,0.63,1
APP-2863,Trading,19,1865599,59681,776751,693,1,118639,Good,0.25,0
APP-2864,Manufacturing,1,3247514,82798,675344,523,1,28842,Good,0.17,0
APP-2865,Trading,16,2215456,59010,889608,322,1,278675,Good,0.35,0
APP-2866,Manufacturing,12,415750,12771,737688,409,0,395386,Poor,0.2,1
APP-2867,Manufacturing,8,534103,16953,265315,698,1,483439,Average,0.5,0
APP-2868,Services,16,2202259,45401,299068,471,0,234494,Good,0.4,0
APP-2869,Services,1,2669210,29569,455919,605,2,383987,Good,0.42,0
APP-2870,Services,4,3440919,68796,304721,450,2,138369,Good,0.48,0
APP-2871,Services,10,1755096,39024,148783,727,0,4163,Average,0.79,0
APP-2872,Trading,11,4505237,108675,619836,766,1,40794,Good,0.65,0
APP-2873,Services,17,2429220,80323,267288,366,3,41787,Average,0.54,1
APP-2874,Manufacturing,7,3569065,111613,503085,455,0,370392,Good,0.35,0
APP-2875,Trading,12,1834210,33460,505187,505,2,319363,Good,0.12,0
APP-2876,Services,7,2513501,28074,659381,454,0,101243,Good,0.18,1
APP-2877,Manufacturing,12,1794919,24595,245835,808,1,497247,Average,0.61,0
APP-2878,Trading,15,1078719,13676,931600,373,2,372368,Poor,0.36,1
APP-2879,Trading,2,1636987,28211,862987,348,1,24448,Good,0.33,0
APP-2880,Services,14,2869127,86778,361992,766,1,200224,Good,0.72,0
APP-2881,Trading,13,1982919,38235,216084,478,3,496925,Good,0.44,1
APP-2882,Manufacturing,4,2199151,49514,804686,347,2,228356,Average,0.73,1
APP-2883,Trading,14,1916161,24550,397554,371,1,318581,Good,0.72,1
APP-2884,Manufacturing,14,313356,6472,763315,412,1,28299,Good,0.16,0
APP-2885,Trading,16,1177360,35525,480336,458,1,434335,Good,0.76,1
APP-2886,Services,7,393288,10882,933469,329,2,77093,Average,0.15,0
APP-2887,Manufacturing,19,2052507,21270,218072,396,3,169720,Good,0.77,1
APP-2888,Trading,2,2702808,80773,258029,550,2,407312,Good,0.42,1
APP-2889,Trading,10,3921907,59530,219047,818,2,125113,Good,0.63,0
APP-2890,Trading,18,2828366,70641,985491,391,0,361461,Average,0.59,1
APP-2891,Manufacturing,17,4827376,57894,375169,412,2,467495,Good,0.46,0
APP-2892,Manufacturing,5,2538489,63968,140509,558,2,400607,Good,0.53,1
APP-2893,Manufacturing,12,1460364,13473,772072,406,2,246935,Good,0.76,1
APP-2894,Services,6,1408293,32882,305107,689,0,337035,Good,0.75,0
APP-2895,Services,9,1961128,48012,537561,657,3,456046,Good,0.56,0
APP-2896,Manufacturing,1,3734796,53951,549618,498,0,463999,Poor,0.56,1
APP-2897,Trading,15,4806497,152643,162566,726,0,302430,Good,0.27,0
APP-2898,Services,6,3836065,36376,610710,777,1,202898,Good,0.68,0
APP-2899,Manufacturing,19,4898243,150013,918521,802,1,492828,Good,0.54,0
APP-2900,Trading,18,3753375,67113,13212,419,0,239060,Good,0.68,1
APP-2901,Services,6,2475358,64807,242131,608,2,353497,Good,0.56,0
APP-2902,Trading,13,3793407,93401,486657,837,0,111027,Poor,0.31,1
APP-2903,Trading,1,4343900,54470,621882,774,0,299739,Good,0.23,0
APP-2904,Trading,13,3967430,64702,142152,643,0,128840,Poor,0.15,1
APP-2905,Trading,7,3028602,65342,304819,435,2,62740,Good,0.51,1
APP-2906,Services,15,1901579,56089,32007,576,0,313073,Good,0.3,0
APP-2907,Services,12,724502,23332,648093,832,0,32827,Good,0.54,0
APP-2908,Services,1,2155777,19074,354785,330,1,26209,Good,0.14,0
APP-2909,Manufacturing,15,3578597,61363,630103,546,1,498506,Good,0.36,0
APP-2910,Services,4,4653446,116508,843247,710,2,97654,Good,0.28,0
APP-2911,Trading,13,2440514,52535,879914,326,2,371091,Good,0.36,1
APP-2912,Services,5,1221758,38984,797071,372,2,473968,Good,0.14,0
APP-2913,Trading,2,3740582,32758,335737,396,0,73396,Good,0.61,1
APP-2914,Manufacturing,1,2176869,41963,522164,645,1,210033,Good,0.18,0
APP-2915,Trading,16,3901072,97735,88038,775,1,407022,Average,0.11,0
APP-2916,Trading,6,992639,13671,366043,599,0,375398,Good,0.76,1
APP-2917,Trading,16,1041993,27592,800168,598,0,221519,Good,0.24,1
APP-2918,Manufacturing,14,1560902,16177,787794,586,1,418622,Good,0.68,1
APP-2919,Services,3,2498966,49002,26473,748,0,165432,Average,0.78,0
APP-2920,Services,15,3546610,89513,663059,511,3,250140,Good,0.47,0
APP-2921,Manufacturing,3,2799580,42000,135801,375,2,80000,Average,0.47,0
APP-2922,Trading,2,4346841,44248,961523,700,0,489339,Good,0.36,0
APP-2923,Services,1,1869201,60298,904030,333,0,38865,Good,0.4,0
APP-2924,Manufacturing,9,1330280,41476,620911,797,3,137530,Good,0.44,0
APP-2925,Services,9,2900310,91338,518252,815,0,271295,Poor,0.21,0
APP-2926,Manufacturing,7,4065789,133341,235097,627,2,185941,Poor,0.36,1
APP-2927,Trading,3,641058,8302,308964,397,1,392903,Poor,0.67,1
APP-2928,Services,18,3777661,46381,225933,665,2,233542,Good,0.23,0
APP-2929,Manufacturing,11,1726373,15863,329733,762,2,334168,Average,0.61,0
APP-2930,Services,7,1329372,40717,731167,327,0,417757,Good,0.56,1
APP-2931,Services,9,4145228,112552,290558,685,0,124001,Average,0.14,0
APP-2932,Services,1,498402,12043,399522,572,1,415019,Good,0.12,0
APP-2933,Services,14,2499851,78808,34220,426,3,43183,Average,0.35,0
APP-2934,Manufacturing,6,331833,7536,594819,501,0,175848,Poor,0.58,1
APP-2935,Trading,7,1585834,18358,382146,820,1,324467,Good,0.33,0
APP-2936,Manufacturing,10,2492547,31792,517409,586,0,386122,Good,0.57,1
APP-2937,Manufacturing,7,1286968,14977,707785,749,2,90254,Good,0.57,0
APP-2938,Manufacturing,2,3128882,50139,19387,387,2,142242,Good,0.66,1
APP-2939,Trading,4,1810027,32256,255752,617,0,214038,Good,0.17,0
APP-2940,Services,17,1571093,44390,611103,318,0,47284,Average,0.5,0
APP-2941,Services,1,2038022,26728,561872,406,0,140332,Good,0.14,0
APP-2942,Services,10,4480806,118595,579071,757,1,400852,Good,0.22,0
APP-2943,Trading,19,3102687,63958,705169,610,1,102491,Good,0.33,0
APP-2944,Services,15,72551,2417,719687,711,0,36108,Good,0.6,0
APP-2945,Trading,10,3243796,90008,658782,797,3,235553,Good,0.78,0
APP-2946,Services,19,143608,4675,650102,543,1,250533,Good,0.34,0
APP-2947,Services,12,2707001,45726,260139,679,2,278085,Good,0.46,0
APP-2948,Manufacturing,16,3329692,37990,927184,814,0,200043,Good,0.28,0
APP-2949,Trading,9,336539,7060,510228,506,0,421571,Average,0.57,1
APP-2950,Manufacturing,15,1641620,18779,676217,693,1,72836,Good,0.36,0
APP-2951,Manufacturing,17,2103790,43431,707621,320,1,242045,Poor,0.44,1
APP-2952,Manufacturing,14,3099307,46743,870020,826,1,349863,Average,0.5,0
APP-2953,Trading,18,4572781,94242,944499,642,2,164805,Good,0.58,0
APP-2954,Trading,2,2614113,83845,256509,501,1,7444,Good,0.14,0
APP-2955,Services,4,4744059,73813,23580,419,0,353435,Good,0.49,0
APP-2956,Manufacturing,18,2851818,94592,552528,688,3,240002,Average,0.4,0
APP-2957,Services,7,4095721,57612,788639,836,1,88598,Good,0.19,0
APP-2958,Manufacturing,13,1913032,25894,355590,533,0,260295,Average,0.25,0
APP-2959,Trading,15,4994614,109646,478968,619,0,407826,Good,0.72,0
APP-2960,Trading,1,3139809,92261,900965,479,2,66036,Good,0.71,1
APP-2961,Trading,11,2274344,61568,788559,667,2,4554,Good,0.12,0
APP-2962,Manufacturing,10,1428148,37734,973615,375,0,25545,Good,0.58,1
APP-2963,Trading,5,3094410,47651,493663,795,0,392889,Good,0.49,0
APP-2964,Manufacturing,16,4706480,41870,438082,821,2,443355,Good,0.76,0
APP-2965,Services,11,4112118,50895,615262,500,3,324115,Average,0.74,1
APP-2966,Manufacturing,6,288826,4930,607689,645,0,308203,Average,0.51,0
APP-2967,Services,9,1767354,57660,223165,782,2,399987,Good,0.2,0
APP-2968,Manufacturing,13,800782,25086,415427,518,0,476251,Good,0.42,1
APP-2969,Services,8,3951407,52749,462201,359,0,69468,Good,0.61,1
APP-2970,Trading,14,531809,14079,174340,849,0,26055,Average,0.77,0
APP-2971,Services,1,1284832,29305,800078,520,0,430418,Good,0.35,0
APP-2972,Trading,17,1868182,17896,720731,801,0,420916,Good,0.65,0
APP-2973,Trading,5,4417209,77857,782411,432,3,265711,Good,0.58,1
APP-2974,Services,2,443781,9090,314960,352,0,460410,Good,0.15,0
APP-2975,Manufacturing,9,2056260,51453,99460,749,0,173908,Poor,0.49,0
APP-2976,Manufacturing,4,3208562,50393,316256,361,0,237320,Average,0.23,1
APP-2977,Manufacturing,17,2739290,86777,61048,322,2,26627,Good,0.58,1
APP-2978,Manufacturing,17,87180,1711,982415,343,3,169640,Average,0.53,1
APP-2979,Manufacturing,18,683976,9949,740806,346,0,413976,Poor,0.78,1
APP-2980,Trading,16,3993855,64876,142850,323,1,161057,Good,0.75,1
APP-2981,Manufacturing,8,2301347,62436,842184,388,0,79944,Average,0.11,0
APP-2982,Trading,11,4842030,117857,488193,473,1,95368,Good,0.16,1
APP-2983,Trading,18,4880083,131214,867158,418,0,40785,Good,0.64,1
APP-2984,Trading,10,2669893,41762,746200,477,1,428799,Good,0.58,1
APP-2985,Services,13,3841860,63408,954793,641,2,426954,Poor,0.66,1
