business_type,years_in_operation,annual_revenue,ebitda,loan_amount,loan_term_months,promoter_credit_score,existing_debt,default_flag
Retail,2,19870009.58,3534352.52,3410288.19,36,501,681674.55,1
Retail,4,26460799.74,-2582979.37,3549879.83,36,416,308005.75,1
Retail,7,37054923.5,22657.89,3265615.5,48,397,951400.04,0
Retail,5,42670272.39,4604770.02,877046.74,36,715,948378.72,0
Services,13,3610616.46,-218564.51,3696308.46,24,548,480067.17,1
Manufacturing,13,5581321.97,2228564.84,1111654.86,48,592,1125022.83,0
Retail,1,19827394.56,4263734.77,3650643.09,60,432,38654.3,0
Logistics,14,12940088.44,4233452.16,273171.12,60,437,579853.95,0
Logistics,10,33353438.08,10973970.41,3049053.39,60,615,688020.73,0
Manufacturing,14,29633427.39,6352201.93,3400303.17,48,519,1500498.76,0
Services,10,16299791.65,3748701.09,4318024.18,36,392,1595447.34,0
Manufacturing,7,11360378.19,2977145.08,2649414.78,60,536,1542502.71,0
Retail,12,26278324.81,-2364143.24,4271748.31,60,835,18033.06,1
Logistics,9,46640772.46,-6613060.68,1119856.1,60,544,1007530.01,0
Services,5,45439173.32,-7210412.78,354296.48,36,516,1128463.13,1
Retail,11,34743433.84,11388201.25,2745377.29,36,496,1106576.4,1
Tech,7,21825574.56,2139211.46,3813337.57,24,459,1173135.01,0
Manufacturing,7,16076255.22,-1528366.73,489100.4,60,778,1080319.6,1
Tech,11,9405752.73,1364612.62,3797156.45,36,372,1958470.19,0
Tech,5,36924779.91,6311069.65,524000.81,60,732,411179.32,0
Services,11,9268985.37,-1654843.62,627183.38,12,709,50423.66,0
Retail,9,37120908.55,-107990.15,1145105.9,24,307,1183298.66,1
Tech,12,27373301.58,3180983.58,2271446.14,60,649,294146.11,0
Retail,13,36269733.31,1505560.97,3250786.64,12,658,1136769.95,0
Tech,13,20059826.41,6758769.21,574949.41,60,564,1121029.98,0
Tech,2,14002930.3,3446433.76,1331033.77,48,371,187215.47,0
Tech,6,19272820.09,-3549046.12,672094.78,24,715,1909223.74,0
Services,3,13775917.92,5275284.88,4397076.02,48,652,124235.8,0
Tech,8,33673540.81,623041.23,4626109.81,24,771,1418052.38,1
Retail,2,33043824.92,10910411.36,4159732.45,48,584,1892087.29,0
Logistics,14,18443254.52,30905.98,1326063.1,48,523,1918535.47,0
Retail,5,7921569.13,295481.22,2437853.86,48,483,1037695.75,0
Logistics,5,13281117.45,3539872.37,878197.89,24,427,590218.94,0
Logistics,2,17764686.88,3299431.11,1426660.33,48,485,1499448.4,0
Services,7,14370177.54,-730735.2,817842.87,48,637,341037.22,0
Manufacturing,5,12605697.77,541315.61,1450223.5,12,313,325151.43,0
Retail,14,35229303.63,3010349.67,1972515.24,24,781,1192891.18,0
Services,12,19384003.0,6268095.75,4100057.12,60,563,821526.88,0
Tech,9,16933888.76,-48859.77,3001971.65,12,735,1930666.13,1
Logistics,2,29894342.4,6873745.35,3380473.37,60,539,761877.21,1
Tech,14,48576470.73,-7128170.48,1488184.03,12,316,655909.86,0
Manufacturing,6,1857724.05,606349.02,2965038.35,60,476,1813000.55,0
Manufacturing,3,17058064.97,3789200.16,262667.3,48,830,997978.93,0
Logistics,2,14850952.68,2981125.62,3316103.7,60,506,1398621.45,1
Retail,14,19711875.19,1798526.59,2390223.06,60,404,1538661.18,1
Logistics,6,12529329.77,4702922.31,1337155.73,12,800,1355815.88,0
Logistics,2,44033922.66,-2472732.96,4553870.22,12,436,845165.14,1
Logistics,10,23076845.48,-1963707.38,3936531.75,36,413,618065.83,1
Retail,7,44595164.98,-2759981.19,1322137.82,60,329,152341.32,1
Retail,1,16561436.19,-958708.85,2336245.31,60,421,979270.03,1
Logistics,3,5442962.31,-648182.73,1551835.64,12,735,1324622.69,1
Tech,6,15849592.79,2097212.6,3376660.23,60,658,868292.26,0
Logistics,12,24849471.48,3677204.31,4601010.05,60,527,582468.3,1
Retail,8,32213451.67,-140049.85,2336626.0,24,823,595242.0,1
Tech,6,2439597.21,198665.58,2870038.53,12,427,1001376.07,1
Services,11,12558325.84,428381.67,4251349.13,36,825,436125.15,0
Retail,7,13264255.9,2474578.43,2496060.71,12,317,332402.89,0
Tech,5,14916838.1,4684336.63,3188491.94,24,428,638166.81,0
Tech,11,33115386.92,13133394.63,1859089.79,36,828,101059.95,0
Retail,4,48047298.4,-6299751.09,633649.36,12,411,1666218.83,1
Retail,2,47491611.51,2393047.63,602673.21,48,645,85853.69,0
Logistics,3,8865149.78,-202847.1,3733025.23,48,831,1753876.57,0
Manufacturing,8,8092974.42,320373.87,3320164.88,60,331,950075.42,1
Manufacturing,1,2611100.65,373780.39,3332146.99,36,657,1999277.31,0
Services,7,48372258.21,18312516.73,3433079.98,36,839,957949.56,0
Logistics,13,5240385.33,310084.16,1472588.96,60,735,1316349.52,0
Manufacturing,4,49648146.25,18311911.88,3964297.88,48,582,1156740.05,0
Retail,9,25986556.04,9073697.24,3121228.18,60,381,1449716.09,0
Tech,14,22400739.86,5561849.19,720030.73,60,599,731522.52,1
Retail,2,21211779.3,4533810.05,1661161.71,48,632,1337827.85,0
Manufacturing,4,40470529.05,-781694.74,3061875.04,24,842,281551.55,0
Retail,9,11564639.08,2961635.06,4321854.77,12,456,797408.26,0
Tech,6,9623363.81,1134592.49,3419801.62,36,504,1941428.11,0
Retail,7,27369459.42,-2329794.85,3102107.78,60,693,1465323.25,0
Services,14,1657197.22,13664.4,4855669.52,60,334,934658.59,1
Logistics,8,31840330.97,1922637.68,1701105.02,12,660,1306510.55,0
Services,8,27314596.73,5204625.99,1287177.68,12,777,1280827.02,0
Retail,5,38169630.07,6672601.5,2882701.32,48,589,522437.91,0
Manufacturing,5,17515208.35,6042003.03,921154.17,36,746,1128499.91,0
Tech,9,47895745.15,11171253.4,410898.31,24,383,317130.46,0
Tech,6,4155591.84,31248.2,992505.47,48,718,1197318.11,0
Logistics,13,21632764.82,910897.24,3968856.33,48,804,630417.99,0
Logistics,9,18241708.58,2122083.17,4487590.26,60,339,1118405.22,0
Retail,9,12987433.25,1616587.8,635799.43,48,768,936237.86,0
Logistics,7,41577022.83,-8177301.58,2200400.77,48,437,1100704.97,1
Manufacturing,5,24232086.41,8820322.15,3141547.66,12,491,836999.94,0
Manufacturing,4,2344801.78,-196345.25,230561.93,60,405,157539.03,0
Retail,10,14380037.58,1341595.54,4584716.52,12,545,283821.48,0
Tech,8,6406295.64,-1258589.62,982912.96,36,375,1262097.09,1
Logistics,13,39824282.61,8859584.83,4818130.03,12,713,246187.41,1
Tech,7,46138691.62,-6895123.51,4467727.85,36,371,1810829.63,0
Manufacturing,1,5005939.9,941261.02,3451396.23,12,453,1440600.67,1
Tech,10,39236843.27,539225.27,1698749.91,24,334,1439197.91,0
Tech,9,512141.88,-41846.84,4130904.42,60,660,439448.22,1
Retail,4,41140523.23,6837514.15,1070203.6,12,824,1493061.73,0
Tech,11,30049085.25,423563.58,3051598.49,48,624,1262750.62,0
Services,13,21573446.64,8169722.8,4455684.85,48,444,1196265.66,0
Logistics,11,15444720.26,-3059981.49,3386783.73,48,609,1259688.35,0
Manufacturing,1,22687614.34,-2724721.75,741540.14,12,365,455223.38,1
Retail,11,22627867.09,-234190.87,1273369.19,12,450,1170784.42,0
Services,4,39053758.54,13726488.55,940054.34,24,790,1729661.87,0
Services,5,42182309.12,3773552.12,3948734.25,36,636,222153.93,0
Tech,6,28162142.49,8292937.22,4610121.82,48,823,1717709.64,0
Tech,1,19576396.79,5690958.45,1397337.29,24,796,795452.83,0
Manufacturing,2,28511899.69,10787880.48,517721.3,60,795,1471216.21,0
Services,1,12038232.21,-628012.69,2292947.03,48,511,1595074.52,0
Services,7,34233007.87,-2339895.5,2294052.59,36,467,213435.3,0
Logistics,10,46931920.79,5203818.93,1564098.32,12,409,1630932.59,0
Logistics,11,12267042.29,-2235566.4,2871673.06,12,399,812180.08,0
Tech,2,31547524.09,1637213.83,1767853.67,60,478,704295.78,1
Logistics,2,3254100.05,-305964.54,4902766.31,36,362,1412817.28,1
Services,5,26392127.41,-621909.16,3051176.92,24,355,576405.93,0
Logistics,8,48508855.34,2991763.82,3987578.89,48,807,57630.8,0
Services,4,4332742.95,221444.01,4567728.97,24,637,471991.99,0
Tech,14,24251098.98,-2916462.64,1335090.82,48,645,1729272.75,0
Retail,3,27248008.39,5568633.78,1759243.15,24,558,1499672.45,1
Manufacturing,8,47261443.84,16349786.56,3815099.69,12,808,1214516.41,1
Manufacturing,8,20324154.62,3242799.78,1514658.33,12,659,1725419.18,0
Logistics,14,35296553.27,-5072519.3,4821242.26,36,649,815666.66,0
Manufacturing,10,33665399.73,-3111234.26,668958.78,48,788,778902.36,1
Retail,7,45370020.7,12243811.12,2830200.2,48,828,600539.67,1
Services,7,49153223.37,-3845662.39,3400419.79,60,611,1450186.22,1
Manufacturing,13,16720627.75,3524888.98,275072.6,12,460,1204400.25,0
Tech,7,44188938.37,-4803958.08,1332354.51,60,323,371462.13,1
Tech,14,20620844.17,2514959.64,3594871.84,36,651,606738.52,0
Retail,11,36703960.79,-1590139.86,3811998.9,60,309,39802.87,1
Services,9,33663581.77,8996714.54,1991054.73,12,445,263890.06,0
Retail,4,30143071.85,-5438573.36,4397381.15,12,405,156492.99,1
Logistics,7,12417343.53,-806053.49,704238.66,12,692,1540682.48,1
Manufacturing,11,39200471.78,-4654448.19,3773067.86,36,536,1911012.97,1
Services,14,45003697.29,-5024786.11,1170169.06,48,781,549931.17,0
Manufacturing,5,28583537.58,-3802786.68,1235898.64,60,371,1300226.06,1
Manufacturing,3,32905354.35,579394.16,185548.65,60,352,808959.39,1
Retail,14,45254953.38,-4457964.53,2092335.89,60,606,387310.23,0
Manufacturing,14,12027832.81,1359587.26,2870457.64,60,689,567515.54,0
Manufacturing,8,39421791.4,2005504.45,4184543.56,12,676,204989.35,0
Logistics,6,34827303.38,-101533.65,2389746.67,12,488,909425.12,1
Tech,3,33507682.66,10293893.94,370616.21,48,562,1767450.3,0
Tech,14,1792561.24,526859.95,640802.56,60,393,692252.31,0
Manufacturing,14,44173406.43,-8101358.88,823412.41,36,640,1329962.05,0
Retail,3,33739635.57,-2569463.29,3516195.62,24,683,1079295.44,0
Tech,12,21295313.89,6004825.12,759486.76,48,717,1361954.85,1
Tech,13,4728241.6,-196579.57,128695.86,36,800,1265143.96,0
Logistics,13,4150577.92,315409.09,1459909.12,60,791,1100531.63,0
Tech,10,15304513.72,2564767.9,4740884.02,24,330,435223.17,0
Manufacturing,6,38821260.81,12516835.44,2242353.35,24,467,814032.47,0
Logistics,10,35217919.6,8270338.29,1241048.12,60,500,222051.9,0
Services,12,38836803.92,10677326.87,2121133.13,60,793,1168885.83,0
Retail,12,33000574.14,6623084.13,2627546.41,12,773,906950.5,0
Retail,9,7331722.97,2741234.05,165953.77,48,735,1715011.15,0
Services,7,3534539.18,496122.89,226087.4,24,813,1860272.16,0
Logistics,7,47019255.85,7640531.03,2531760.53,48,595,1448611.26,1
Tech,12,4544880.47,-811485.25,741136.11,48,542,804831.67,1
Manufacturing,1,21485182.7,-1466453.99,257731.73,24,495,1606958.84,0
Logistics,5,45413153.37,13248196.21,298127.07,36,354,570855.37,0
Services,10,37537607.33,1466512.12,1884663.52,36,789,267231.77,0
Logistics,13,15963665.55,6137770.31,1150285.53,60,444,1978192.75,0
Logistics,5,26659631.35,5541596.36,3324064.72,36,566,1841724.18,0
Retail,3,20078952.61,-1742003.94,2615670.71,36,443,133311.18,0
Tech,10,43944554.27,15474552.78,2814077.6,48,638,612589.58,0
Retail,14,14277551.59,-281870.25,3558257.17,48,546,1643804.5,1
Tech,10,5866782.35,91696.2,4774017.37,24,772,1876170.52,1
Tech,12,33409711.15,4139118.76,1422753.21,60,621,550636.25,0
Tech,13,1665244.07,549495.47,4606757.52,60,523,624146.04,1
Logistics,2,48198483.77,-9125547.02,3792107.41,24,385,1397718.46,0
Logistics,12,5626017.86,848003.68,1270843.09,48,569,1068017.82,1
Tech,14,30815092.14,379151.1,319394.07,60,715,83947.14,0
Logistics,6,11444727.67,3026567.32,1893630.91,12,640,1842549.43,0
Tech,5,40377596.34,-6543629.46,432516.35,36,549,1066355.19,0
Logistics,11,35535700.41,-1444082.94,906956.2,24,419,1103185.14,1
Retail,6,3414172.67,41824.64,1980149.11,36,409,264047.35,1
Tech,6,26621418.34,-4390518.78,3133641.14,24,816,1010326.78,1
Logistics,12,7602123.59,1195890.92,262877.59,24,354,1472664.77,0
Logistics,3,42230240.65,7315947.3,4175034.17,24,801,1900344.19,0
Manufacturing,3,46146726.6,16957976.69,3475673.79,36,402,882083.04,0
Retail,3,5559058.98,1275867.37,1010505.54,36,392,615586.41,0
Services,10,33377306.97,-4851688.55,3772183.62,24,328,1815609.22,1
Services,12,32470138.73,10346133.38,289691.29,24,836,1117436.18,0
Logistics,8,37191605.57,-6442532.12,2839956.51,60,755,550566.77,1
Tech,1,1929964.53,-132218.8,2652297.52,36,737,1930765.95,0
Manufacturing,10,29890018.44,9881500.29,1633001.05,12,316,178896.5,1
Retail,6,42094407.04,7447600.33,309898.1,36,781,1288446.34,0
Services,6,3421822.19,681083.14,4248884.5,60,356,1610295.16,0
Manufacturing,10,35608842.44,3146929.2,4900615.75,48,348,817741.12,1
Manufacturing,2,48071327.94,-9270151.19,4639381.54,12,355,637987.55,1
Manufacturing,5,5165184.81,-298703.13,1090110.48,60,626,1729232.73,0
Tech,6,39681693.91,-2475506.84,3514410.68,24,794,376034.31,0
Retail,2,33980653.36,6127059.0,4229726.78,12,507,411290.45,0
Logistics,8,7036436.91,-1301996.36,264181.85,48,737,582016.66,1
Manufacturing,3,2529290.21,504727.29,3167353.28,12,743,1092124.99,0
Services,7,12666764.75,3884929.71,762344.14,12,784,1363014.05,0
Logistics,3,6834092.35,-626549.93,2117708.72,12,386,292598.92,0
Retail,2,44616964.75,9047171.13,162018.17,60,462,1251656.29,0
Retail,14,27115042.04,-2485856.9,1950489.66,12,814,1448067.19,1
Retail,7,12440393.72,756625.77,2873474.4,12,621,192104.53,0
Manufacturing,9,32146088.48,7244865.92,3002229.78,36,459,1960317.55,1
Tech,4,31499708.15,4401641.93,1777185.29,48,585,118378.18,1
Logistics,11,44216265.99,13739506.58,4687017.5,48,328,1439925.66,0
Tech,11,3538918.74,-319509.8,1157464.09,24,422,970434.03,1
Tech,10,28156999.8,1830772.06,3578509.01,36,772,1224747.63,0
Services,9,1470376.62,-43665.97,600099.41,12,692,1547132.98,1
Services,14,34687986.29,13118215.93,1195004.6,12,681,740009.68,0
Manufacturing,2,13308692.9,1181254.81,3149344.74,36,411,1879842.65,0
Services,12,11541170.76,1495871.7,3518855.04,12,795,1003938.44,0
Services,8,1438836.04,-188393.18,3965289.8,60,619,511937.39,0
Tech,12,34763221.27,-3176864.47,3730480.86,36,453,1048799.94,1
Services,7,45190624.17,3384724.28,2165362.68,24,411,1599566.67,0
Tech,3,48063280.62,7531030.33,1201581.16,60,606,962142.05,0
Logistics,3,5128896.79,348993.15,3508103.12,24,461,1743315.65,1
Manufacturing,5,41967102.54,5392776.43,3764500.37,60,823,1632021.68,0
Logistics,10,18264200.23,6912491.87,1486660.0,60,772,875516.8,0
Logistics,11,28693104.4,5993091.92,2148141.32,36,323,628075.36,1
Logistics,1,7547426.07,2441097.9,4799297.06,36,842,314468.81,0
Retail,2,2848650.01,727506.52,4177524.16,48,631,745901.84,0
Retail,4,9204542.11,1280468.17,2711005.19,60,382,774689.46,0
Logistics,1,37130371.88,3406819.79,452287.17,24,673,998584.3,1
Retail,2,3462435.89,615064.2,1055323.42,12,787,1162687.21,0
Manufacturing,10,19058988.04,6112800.93,1262437.93,60,832,396614.24,0
Retail,9,12650046.39,687914.53,3526152.7,12,339,1431733.22,0
Retail,10,31930922.91,643839.67,1462982.55,48,797,744903.29,0
Manufacturing,3,14819743.48,2854472.94,3955049.97,36,800,783938.92,0
Manufacturing,4,17846232.58,6822485.53,220569.54,60,826,1447631.05,0
Logistics,13,15095110.49,128219.92,308031.64,60,620,468292.47,0
Logistics,9,31086843.04,74492.72,827480.9,24,664,500090.95,0
Logistics,8,9758735.6,-187796.57,2782199.14,36,565,1998535.27,1
Tech,9,7632215.47,1454756.47,2970904.96,24,442,1676794.5,0
Manufacturing,10,5590452.04,1846726.72,2687724.92,12,619,577333.66,0
Retail,1,29705251.8,-1986713.66,670722.18,60,622,706759.77,0
Tech,3,15803778.12,3650697.18,1216179.93,12,824,1847378.26,0
Logistics,6,22499562.68,7266522.0,4545208.08,48,375,1760480.09,1
Tech,10,22484360.38,-2797641.21,3716875.89,24,577,1724893.25,1
Retail,14,10372475.64,1535833.88,1190555.73,12,340,398951.37,0
Logistics,3,714676.98,-50281.26,477226.2,48,560,1283721.56,1
Services,4,48359991.07,1826065.38,4086213.92,48,643,721457.97,0
Manufacturing,7,17746067.98,1729206.83,2621230.8,36,580,276459.36,1
Tech,11,41124056.41,2231023.24,553053.83,60,433,1364014.54,1
Tech,3,45986272.55,1826598.3,3684902.81,12,496,1981513.88,0
Logistics,12,25089726.4,1100684.95,4504846.11,12,708,1381287.23,0
Logistics,13,39993239.52,2000792.93,4637395.9,60,654,265313.04,0
Logistics,10,12212162.46,1993142.44,1641378.62,36,470,1044534.86,1
Services,5,1473298.2,171275.97,3866095.7,12,666,1640857.12,0
Logistics,13,38755955.21,1289317.47,4266081.32,24,657,332068.29,0
Logistics,1,8266135.44,-924959.35,3173538.66,36,666,1548214.24,0
Services,13,9236968.25,3180127.44,1292720.92,36,351,1256448.95,0
Tech,14,26406751.83,8737017.46,4828398.55,24,729,760172.29,0
Retail,8,18028170.11,-423767.23,826200.25,24,502,529956.19,1
Logistics,10,35639131.61,-966181.62,3241697.26,36,579,1349816.18,1
Logistics,9,21764329.97,5283986.34,2484913.4,36,488,241217.65,0
Services,7,47925271.62,-8133396.33,4967978.33,60,468,654353.89,1
Retail,1,8201919.14,2329028.93,3301752.29,48,747,735844.59,1
Tech,7,5967104.75,831263.73,1957940.36,36,659,334235.59,0
Manufacturing,5,47359944.48,-727313.41,2103331.51,24,621,360283.11,0
Services,13,5084927.58,510174.69,3570900.69,60,435,1625636.25,0
Manufacturing,12,14764502.44,4981835.55,1876109.42,36,843,1986760.64,1
Logistics,3,23014665.18,-1104683.3,815450.8,24,345,1955934.48,0
Services,12,41672921.73,14112310.86,499952.6,24,500,1586736.07,0
Services,2,28693896.93,-1552009.95,2057904.07,48,353,1265251.97,1
Retail,6,7090630.93,1983438.95,3474063.02,60,621,1526206.29,0
Tech,14,11195550.77,1679113.53,1954762.91,12,569,497188.66,0
Manufacturing,7,26302678.81,-3010144.36,1589793.36,48,720,1612213.73,0
Retail,6,37943014.55,9364105.99,959105.55,36,337,1415051.34,0
Logistics,5,2439098.5,-354212.51,3680659.89,48,480,1132018.92,1
Tech,10,17294497.7,1495608.42,2634395.71,48,401,597724.32,0
Manufacturing,11,21545809.71,5935681.51,3201738.18,12,462,1781011.7,1
Tech,1,23821148.76,6909669.13,2966706.04,12,747,1075425.04,0
Manufacturing,14,26672438.67,-1931809.04,3789900.88,36,401,1425920.36,1
Logistics,10,19941767.56,4221877.26,4764975.96,12,635,761352.97,0
Logistics,7,15852762.03,2495909.45,3127002.02,12,348,1651492.96,0
Tech,4,29793565.19,-542359.31,4312764.69,48,755,770891.9,1
Retail,2,30089692.28,-3242706.15,1236173.93,24,303,443373.48,1
Services,10,32880206.82,-641799.99,1791080.48,24,396,807534.18,1
Services,3,19360232.74,5217788.23,3744723.45,12,842,1394725.38,1
Tech,13,14771865.76,1874580.06,3761618.04,60,351,674330.03,0
Manufacturing,14,42359819.08,-7962722.85,1477635.79,24,670,1604486.44,0
Services,7,37387454.01,4246533.3,894315.53,36,771,1548008.6,0
Retail,1,37432068.33,9050027.71,4364601.94,60,457,1213387.93,0
Logistics,2,43795641.99,-5739786.29,594439.81,12,374,1427580.9,1
Retail,14,14624255.51,4190508.58,918233.13,12,839,479102.7,0
Retail,8,39518208.11,4183164.93,126498.61,24,687,1649709.55,0
Tech,12,8406060.64,2067203.42,2569976.35,12,346,1356122.81,0
Logistics,12,26289308.24,1226000.04,3676444.66,12,598,1811269.74,0
Manufacturing,4,25202445.53,-1419371.97,2671756.94,60,437,174973.38,1
Logistics,4,28795014.8,2391860.23,2799791.63,48,687,1570540.13,0
Logistics,13,45961216.91,14668798.55,2123010.93,60,645,417138.06,0
Tech,3,22585889.45,-299122.83,780680.67,12,726,444151.4,0
Retail,7,1489393.9,-291033.06,2511742.68,36,304,1241226.49,1
Tech,10,15199201.62,-548865.15,1949415.9,24,429,287650.36,1
Services,12,28467019.76,4603454.67,1414540.48,48,349,1364153.64,1
Tech,14,8879575.69,2004701.38,2438301.96,24,468,1011692.75,0
Tech,7,40477359.86,13207835.0,2598777.08,12,347,684178.08,0
Logistics,14,39359373.87,-5409291.64,4872454.06,60,389,472575.42,0
Services,9,19259018.93,623983.65,2502127.06,12,306,371090.8,1
Manufacturing,8,48838705.22,-9632521.39,3758628.2,60,560,427405.59,1
Tech,1,36556854.25,3969777.08,748627.5,36,346,1468612.28,1
Services,11,7320772.04,734591.46,4033549.91,24,602,552863.22,0
Logistics,1,1917717.21,577806.07,4486917.54,48,744,123630.47,0
Manufacturing,4,15204229.79,-446752.67,4799537.51,24,693,481370.64,1
Manufacturing,2,9790191.4,3850221.72,2118616.04,48,442,1361408.57,1
Logistics,13,10615447.79,1647216.03,3925060.27,12,406,1986116.07,0
Retail,9,17153777.44,-1492293.83,3795325.13,48,302,1038493.36,0
Tech,11,1579183.02,389578.12,1899140.54,24,452,982745.27,1
Logistics,4,39582754.78,9670358.94,4101119.62,36,629,541032.33,0
Retail,1,35728246.54,513595.65,4413203.24,60,353,620685.43,0
Manufacturing,1,10184993.18,3721902.68,2131103.63,36,702,859714.46,0
Services,1,43064107.74,8718419.99,4603661.57,24,313,20781.33,0
Manufacturing,2,8364692.19,1911954.94,1127426.01,24,735,1677239.59,0
Tech,6,39407733.04,13541117.88,4876993.77,48,610,672454.58,0
Retail,3,43330480.34,15403900.43,1936136.38,12,565,1986314.08,1
Retail,12,5331621.68,-507899.93,4217589.36,12,548,335559.41,1
Tech,13,7492176.33,336933.13,4983412.05,60,456,1021834.53,0
Retail,11,6210699.15,763252.18,2663043.33,12,327,1779420.55,0
Retail,12,25256813.04,-2490174.93,1655213.1,24,744,186926.47,0
Logistics,4,40795028.82,11464681.35,2068064.85,24,816,188856.16,0
Logistics,10,19249643.23,3647426.37,629534.04,48,836,434230.1,0
Services,2,28362220.09,5010679.3,770036.02,60,439,1675366.09,1
Services,8,14218570.66,-569362.29,3642743.98,36,381,1077363.87,1
Tech,13,19451708.44,6088242.73,1754512.99,12,548,1451788.94,1
Tech,14,12062717.78,-1201272.35,4464449.73,60,326,53808.31,1
Tech,10,32030858.39,6880971.69,1204455.64,24,421,175552.72,0
Manufacturing,6,34000409.61,3050843.74,1317476.56,48,510,1473816.99,1
Tech,7,11998493.68,1462643.89,3244404.68,12,789,207654.17,0
Retail,1,21216602.55,-28848.1,3118078.0,24,509,1130542.41,0
Manufacturing,10,25565628.07,-431380.64,1595515.59,48,788,42722.15,1
Manufacturing,3,3125666.48,415351.76,3723405.59,36,436,1964404.3,0
Retail,13,16682167.13,-2770963.85,3304761.73,12,786,816801.34,1
Retail,9,12788549.81,3643321.19,874932.36,60,722,568568.12,0
Retail,4,47739110.55,12491175.39,128995.94,48,365,1563345.34,0
Tech,2,3563070.46,453718.11,1509041.87,36,397,665056.72,0
Retail,10,8654799.08,-576595.13,747079.74,36,527,909677.85,1
Tech,12,46192687.4,-1437271.96,3388610.07,36,600,1378761.34,0
Logistics,4,17074655.67,6072080.17,4939189.58,24,545,1761417.66,0
Logistics,4,48859480.74,-8456501.21,3986017.94,12,729,290044.93,0
Manufacturing,10,557040.87,222180.37,4688466.81,12,807,1335107.6,1
Logistics,10,2576751.28,668043.14,4061908.7,24,434,223110.16,1
Retail,2,32736352.0,470846.55,577099.46,36,424,300044.5,0
Manufacturing,10,44108243.29,-4525592.43,2518742.47,36,539,936001.4,1
Tech,7,4040057.6,1505219.24,289547.98,48,323,329349.84,0
Tech,14,27329990.35,5146074.05,4267235.6,12,401,206555.37,0
Logistics,2,8235424.84,1669602.47,4985986.9,48,658,1283072.73,1
Tech,4,15851575.83,3043289.44,3009912.89,60,740,754039.71,0
Retail,12,22003306.06,966823.82,3389223.61,48,363,172036.38,0
Services,6,38017421.32,13285580.15,2398718.48,60,493,7132.87,1
Manufacturing,12,805438.62,207856.99,1147532.51,48,731,135602.89,0
Retail,6,38161671.69,4790328.06,962022.35,36,683,465331.24,0
Services,4,3990841.66,1440807.74,4829763.37,36,527,546888.46,1
Tech,10,20779015.25,6049209.53,2389438.67,24,451,843050.8,0
Services,10,14592615.11,46706.64,650244.13,12,771,1710211.68,0
Tech,6,29693666.76,9143801.9,603238.29,36,499,1551827.35,0
Services,10,45929924.49,12150148.01,687879.01,24,728,1694165.19,0
Logistics,7,13584352.83,776006.59,2712485.22,60,389,333945.45,0
Logistics,8,25187693.34,5669672.33,2628699.74,60,382,1723393.06,1
Logistics,1,10676740.46,3528237.45,2758005.78,48,812,1376735.24,0
Retail,4,16676312.16,-895341.31,1639538.99,48,520,980591.89,1
Logistics,6,25689200.65,1603717.69,3506983.28,12,407,207096.35,0
Manufacturing,7,13937338.5,-2337572.19,1656223.68,24,621,183845.08,1
Services,7,29538356.23,-1986995.88,4063029.58,24,749,1101227.42,0
Services,10,11405932.47,-981899.1,4172291.64,36,352,1204396.16,0
Tech,14,33627220.47,6044990.12,4415858.73,12,751,1093151.82,1
Tech,4,1565626.1,-136016.52,1192589.04,12,771,772772.09,1
Tech,10,15939483.76,2176568.52,1431941.77,24,618,546333.21,0
Retail,4,41711391.3,6336411.86,3218388.26,48,473,1778141.85,1
Retail,2,29966738.15,688781.35,646447.14,24,838,1288609.68,0
Manufacturing,9,26358755.96,-3744854.09,800391.39,60,771,974685.06,0
Retail,8,4826284.61,-801961.79,3953026.99,60,767,418891.64,0
Logistics,5,48105945.38,12275842.89,3834268.79,36,568,63614.73,0
Manufacturing,11,31658839.0,5754837.1,232639.83,48,537,319878.62,1
Manufacturing,12,39948805.4,3246246.45,2454739.71,60,358,1773277.02,0
Services,4,5482777.17,99860.62,3542676.58,60,455,1208439.76,0
Logistics,1,47520949.98,-7432794.29,3306197.65,24,384,1499506.86,1
Manufacturing,12,4497926.15,113058.3,4354062.66,60,551,153931.69,0
Retail,11,42086839.14,3431879.97,3847799.54,60,419,521106.43,0
Retail,9,30693847.73,-533611.46,4598733.95,24,793,1892578.2,0
Retail,3,6542944.04,174571.3,4425493.66,12,602,851189.73,0
Tech,12,15790431.31,2474945.83,4846424.86,24,714,1159208.58,0
Retail,13,38284161.21,8362814.22,4930253.75,12,779,1033078.65,0
Tech,12,9124555.32,702550.98,2038805.59,48,772,1414778.48,1
Services,13,25229539.33,-1874213.4,2272103.77,24,676,733171.74,0
Logistics,6,6727964.66,1166974.38,2750587.59,24,323,862328.2,0
Retail,8,48224184.13,-4702055.15,1405071.45,36,582,1378802.98,1
Tech,7,10678590.03,783040.41,974052.39,24,306,1450328.73,1
Services,9,11375238.12,-424699.36,1840879.36,60,847,244043.46,1
Services,3,30699199.92,-5643398.77,4683375.06,12,837,861127.81,0
Retail,14,34439332.11,-2774686.04,1407393.12,12,715,21215.5,1
Tech,14,7617628.55,2073069.75,1822842.3,12,649,34249.08,0
Manufacturing,11,28367513.0,5086585.83,2578311.59,36,426,324701.22,0
Logistics,2,4806826.06,113791.27,2031241.16,48,747,757731.53,0
Retail,10,15373294.43,-3050919.87,2088914.01,36,382,181221.04,0
Manufacturing,13,24387521.09,3118320.68,4000819.91,48,669,1582681.01,0
