sk_id_curr,amt_income_total,amt_credit,amt_annuity,amt_goods_price,name_contract_type,term,int_rate,grade,fico_score,dti,emp_length,home_ownership,business_type,monthly_cashflow,operating_expenses,repayment_history,target
100569,157983.59,100608.32,3074.14,15535.86,Cash loans, 36 months,6.65,A,850,9.96,6,MORTGAGE,Trading,3949.59,9215.71,Good,0
100570,283396.32,530523.02,16210.43,229421.34,Cash loans, 36 months,6.59,A,834,11.47,2,OWN,Services,7084.91,16531.45,Good,0
100571,1645863.86,3085184.22,94269.52,679793.33,Cash loans, 36 months,20.6,E,601,10.77,3,MORTGAGE,Manufacturing,41146.59,96008.73,Poor,1
100572,25000.0,26556.68,486.87,9529.46,Cash loans, 60 months,12.96,C,665,24.6,27,OWN,Manufacturing,625.0,1458.33,Good,0
100573,70447.2,82911.54,2533.41,47402.21,Cash loans, 36 months,13.89,C,663,34.27,6,RENT,Manufacturing,1761.18,4109.42,Good,1
100574,25000.0,4198.9,128.3,4168.74,Cash loans, 36 months,25.68,F,532,36.23,17,RENT,Trading,625.0,1458.33,Average,1
100575,1232661.55,2045476.23,62500.66,2553252.78,Cash loans, 36 months,6.59,A,808,31.61,10,OWN,Services,30816.54,71905.26,Good,0
100576,25000.0,21945.98,670.57,477.82,Cash loans, 36 months,6.75,A,847,16.09,8,RENT,Trading,625.0,1458.33,Good,0
100577,163435.19,206031.98,3777.25,4774.0,Cash loans, 60 months,17.49,D,646,16.64,8,OWN,Trading,4085.88,9533.72,Good,0
100578,42180.2,36287.42,1108.78,27409.89,Cash loans, 36 months,6.98,A,756,17.66,17,OWN,Services,1054.51,2460.51,Average,0
100579,105595.48,54928.71,1678.38,66172.6,Cash loans, 36 months,17.76,D,654,19.69,2,MORTGAGE,Trading,2639.88,6159.74,Average,0
100580,1678290.81,554512.82,16943.45,341824.39,Cash loans, 36 months,16.36,D,630,28.48,8,MORTGAGE,Services,41957.27,97900.3,Poor,1
100581,61306.98,17191.21,315.17,8358.41,Revolving loans, 60 months,12.7,C,693,4.53,14,OWN,Manufacturing,1532.68,3576.24,Good,0
100582,25000.0,10286.21,314.3,2173.51,Cash loans, 36 months,17.86,D,659,29.15,21,RENT,Manufacturing,625.0,1458.33,Good,0
100583,209619.02,352157.95,10760.38,20385.49,Cash loans, 36 months,17.2,D,622,18.74,15,MORTGAGE,Manufacturing,5240.47,12227.78,Good,0
100584,431356.73,112298.16,3431.33,3188.31,Cash loans, 36 months,6.7,A,850,36.59,25,OWN,Manufacturing,10783.91,25162.48,Average,0
100585,331275.76,314614.61,9613.22,227848.66,Cash loans, 36 months,16.27,D,650,26.39,28,MORTGAGE,Trading,8281.89,19324.42,Good,0
100586,25000.0,12452.16,380.48,16968.01,Cash loans, 36 months,20.37,E,586,28.81,1,OWN,Manufacturing,625.0,1458.33,Poor,1
100587,31655.25,8719.66,266.43,738.77,Cash loans, 36 months,12.8,C,667,20.89,15,RENT,Trading,791.38,1846.56,Average,0
100588,354410.66,262007.37,8005.78,178593.0,Cash loans, 36 months,19.02,E,604,8.54,9,OWN,Manufacturing,8860.26,20673.96,Good,0
100589,597043.1,183668.93,3367.26,27266.19,Cash loans, 60 months,17.96,D,659,38.92,18,OWN,Trading,14926.08,34827.51,Good,1
100590,37581.07,37432.86,686.27,24651.87,Cash loans, 60 months,7.82,A,850,28.24,14,OWN,Services,939.53,2192.23,Average,0
100591,25000.0,28711.86,877.31,11073.53,Revolving loans, 36 months,12.9,C,698,13.33,4,OWN,Trading,625.0,1458.33,Good,0
100592,113872.93,72508.31,2215.53,79441.87,Cash loans, 36 months,17.9,D,631,37.24,28,OWN,Services,2846.82,6642.59,Good,0
100593,79049.28,150679.95,2762.47,11763.4,Cash loans, 60 months,13.95,C,682,23.43,3,MORTGAGE,Services,1976.23,4611.21,Good,0
100594,46048.53,91070.09,2782.7,6477.22,Cash loans, 36 months,6.4,A,779,24.18,19,RENT,Trading,1151.22,2686.16,Good,0
100595,479008.02,651637.22,19911.14,274140.41,Cash loans, 36 months,16.58,D,633,21.19,21,RENT,Manufacturing,11975.2,27942.13,Good,0
100596,42803.55,46585.14,1423.43,39211.96,Cash loans, 36 months,12.27,C,669,31.62,28,OWN,Services,1070.09,2496.87,Good,0
100597,193198.6,277569.17,8481.28,155690.79,Revolving loans, 36 months,13.07,C,676,10.09,15,OWN,Manufacturing,4829.96,11269.92,Good,0
100598,62481.58,86724.45,2649.91,62453.33,Cash loans, 36 months,7.88,A,850,28.88,3,OWN,Trading,1562.04,3644.76,Good,0
100599,40374.74,66637.04,1221.68,48617.55,Cash loans, 60 months,25.46,F,561,9.44,28,OWN,Manufacturing,1009.37,2355.19,Good,1
100600,49141.45,36700.7,672.85,28821.51,Cash loans, 60 months,6.66,A,772,13.39,18,OWN,Services,1228.54,2866.58,Average,0
100601,25000.0,34671.94,1059.42,30018.95,Cash loans, 36 months,12.75,C,661,37.48,21,OWN,Manufacturing,625.0,1458.33,Average,0
100602,339998.71,557792.84,10226.2,775232.58,Cash loans, 60 months,12.73,C,690,29.26,1,RENT,Trading,8499.97,19833.26,Good,0
100603,25000.0,11647.63,355.9,15685.79,Cash loans, 36 months,25.18,F,493,5.03,28,RENT,Trading,625.0,1458.33,Good,1
100604,182286.19,53470.67,1633.83,426.23,Cash loans, 36 months,25.46,F,504,26.42,26,RENT,Trading,4557.16,10633.36,Good,0
100605,193161.85,312115.65,5722.12,458110.54,Cash loans, 60 months,24.5,F,573,34.39,2,RENT,Services,4829.05,11267.77,Good,1
100606,245706.2,303115.45,9261.86,218300.52,Cash loans, 36 months,17.63,D,630,2.51,11,OWN,Services,6142.66,14332.86,Good,0
100607,4733627.76,4272794.9,130557.62,169503.29,Cash loans, 36 months,6.88,A,789,33.89,9,MORTGAGE,Trading,118340.69,276128.29,Good,0
100608,96972.14,26887.07,821.55,33731.88,Cash loans, 36 months,7.4,A,793,38.25,17,MORTGAGE,Trading,2424.3,5656.71,Average,0
100609,420116.51,509935.54,9348.82,759666.86,Cash loans, 60 months,10.28,B,749,39.44,14,OWN,Trading,10502.91,24506.8,Good,0
100610,25000.0,43243.86,1321.34,8492.96,Cash loans, 36 months,19.88,E,618,8.24,24,MORTGAGE,Trading,625.0,1458.33,Good,1
100611,553889.39,172198.75,5261.63,110723.32,Cash loans, 36 months,24.34,F,500,11.38,3,RENT,Manufacturing,13847.24,32310.21,Good,1
100612,222308.28,219805.23,4029.76,248265.46,Cash loans, 60 months,6.94,A,751,1.31,12,OWN,Manufacturing,5557.71,12967.98,Average,0
100613,104244.05,115568.31,3531.25,27482.63,Cash loans, 36 months,13.03,C,663,18.13,18,OWN,Trading,2606.1,6080.9,Good,0
100614,40283.29,45216.4,1381.61,19924.28,Cash loans, 36 months,12.32,C,691,20.01,29,MORTGAGE,Services,1007.08,2349.86,Good,0
100615,25000.0,25846.93,473.86,12919.91,Cash loans, 60 months,10.92,B,720,3.59,16,OWN,Services,625.0,1458.33,Average,0
100616,380975.43,399326.53,7320.99,349410.46,Cash loans, 60 months,6.42,A,850,18.18,15,RENT,Services,9524.38,22223.57,Good,0
100617,149407.74,231047.62,4235.87,307659.91,Cash loans, 60 months,6.95,A,751,15.13,14,MORTGAGE,Trading,3735.19,8715.45,Good,0
100618,63056.12,43281.85,1322.5,12924.98,Cash loans, 36 months,17.72,D,623,2.56,26,RENT,Trading,1576.41,3678.27,Good,0
100619,30608.33,46521.6,1421.49,37886.71,Cash loans, 36 months,24.62,F,545,39.4,14,OWN,Manufacturing,765.2,1785.49,Average,1
100620,36965.11,67740.7,1241.91,20101.15,Cash loans, 60 months,10.49,B,733,8.15,22,RENT,Manufacturing,924.13,2156.3,Poor,0
100621,46526.31,31954.73,976.39,46209.13,Cash loans, 36 months,7.56,A,794,20.9,29,OWN,Services,1163.16,2714.03,Poor,0
100622,316933.9,171146.74,5229.48,208021.15,Cash loans, 36 months,7.88,A,777,18.75,7,MORTGAGE,Services,7923.35,18487.81,Good,0
100623,25000.0,43783.28,1337.82,39977.83,Revolving loans, 36 months,6.23,A,825,31.48,6,OWN,Trading,625.0,1458.33,Poor,1
100624,426656.97,378247.88,11557.57,149506.53,Cash loans, 36 months,12.98,C,684,6.51,4,OWN,Services,10666.43,24888.32,Good,0
100625,25000.0,39614.42,1210.44,37742.06,Revolving loans, 36 months,10.08,B,704,31.49,7,OWN,Services,625.0,1458.33,Good,0
100626,419992.48,727734.56,22236.33,366045.76,Cash loans, 36 months,7.69,A,823,32.1,4,OWN,Manufacturing,10499.81,24499.56,Good,0
100627,1434976.72,326425.77,9974.12,378016.61,Cash loans, 36 months,7.08,A,781,19.41,9,MORTGAGE,Trading,35874.41,83706.98,Good,0
100628,25000.0,16126.18,492.74,20828.48,Cash loans, 36 months,16.35,D,637,27.1,8,OWN,Manufacturing,625.0,1458.33,Good,0
100629,34026.55,4608.17,84.48,953.17,Cash loans, 60 months,9.29,B,718,12.39,8,OWN,Trading,850.67,1984.88,Good,0
100630,128751.16,102605.81,3135.18,208.63,Cash loans, 36 months,10.65,B,740,30.11,4,OWN,Manufacturing,3218.78,7510.48,Good,0
100631,452053.8,404339.54,7412.89,602363.05,Cash loans, 60 months,7.21,A,820,0.82,9,RENT,Manufacturing,11301.34,26369.81,Good,0
100632,61362.47,110436.24,3374.44,162083.58,Cash loans, 36 months,25.89,F,540,22.23,14,OWN,Services,1534.06,3579.48,Good,1
100633,167445.89,192835.96,5892.21,88511.99,Revolving loans, 36 months,25.54,F,531,26.05,4,MORTGAGE,Trading,4186.14,9767.68,Good,1
100634,25000.0,9898.2,181.47,6439.63,Cash loans, 60 months,7.0,A,818,1.42,19,OWN,Trading,625.0,1458.33,Good,0
100635,290002.2,550895.19,16832.91,411229.12,Cash loans, 36 months,13.42,C,682,5.75,17,RENT,Services,7250.05,16916.8,Good,0
100636,218992.98,153238.56,4682.29,51246.81,Cash loans, 36 months,20.32,E,582,17.12,17,MORTGAGE,Trading,5474.83,12774.59,Good,1
100637,126880.42,126274.93,3858.4,175755.88,Cash loans, 36 months,20.01,E,587,10.51,6,MORTGAGE,Services,3172.01,7401.36,Average,0
100638,25000.0,36567.91,670.41,40739.66,Cash loans, 60 months,6.06,A,766,2.55,1,MORTGAGE,Manufacturing,625.0,1458.33,Poor,0
100639,260795.06,455056.54,8342.7,275635.26,Cash loans, 60 months,25.49,F,565,7.04,11,OWN,Manufacturing,6519.87,15213.05,Poor,1
100640,27083.11,33550.31,1025.15,21732.73,Cash loans, 36 months,13.01,C,681,20.66,12,MORTGAGE,Services,677.08,1579.85,Good,0
100641,162397.82,256078.89,4694.78,138769.04,Cash loans, 60 months,7.47,A,843,16.71,4,OWN,Trading,4059.94,9473.21,Good,0
100642,371638.34,55733.0,1702.95,44982.18,Revolving loans, 36 months,9.98,B,705,33.86,21,OWN,Trading,9290.96,21678.9,Good,0
100643,497140.34,341453.74,10433.31,290121.47,Cash loans, 36 months,7.34,A,850,3.51,29,RENT,Manufacturing,12428.51,28999.85,Poor,0
100644,3842789.37,1384313.4,42298.46,262767.55,Cash loans, 36 months,9.52,B,716,30.54,19,OWN,Services,96069.74,224162.71,Poor,1
100645,252395.53,44665.79,1364.79,13605.46,Cash loans, 36 months,17.42,D,657,26.18,13,MORTGAGE,Manufacturing,6309.89,14723.07,Average,0
100646,41620.88,28003.69,513.4,29527.69,Cash loans, 60 months,24.77,F,507,16.67,28,MORTGAGE,Manufacturing,1040.53,2427.88,Good,0
100647,25000.0,26797.97,491.3,1683.46,Cash loans, 60 months,7.15,A,777,1.97,23,MORTGAGE,Trading,625.0,1458.33,Good,0
100648,64731.94,86738.56,2650.34,68382.0,Cash loans, 36 months,13.84,C,676,5.77,17,RENT,Trading,1618.3,3776.03,Good,0
100649,446169.63,774513.34,23665.69,14820.1,Cash loans, 36 months,6.7,A,850,25.96,26,RENT,Services,11154.24,26026.56,Average,0
100650,52202.16,20477.3,375.42,28102.94,Cash loans, 60 months,13.87,C,681,32.7,10,MORTGAGE,Manufacturing,1305.05,3045.13,Good,0
100651,54075.56,49468.0,1511.52,13706.14,Cash loans, 36 months,10.2,B,731,11.93,5,OWN,Services,1351.89,3154.41,Good,0
100652,40743.6,74720.1,1369.87,84669.52,Cash loans, 60 months,10.28,B,713,25.07,11,OWN,Manufacturing,1018.59,2376.71,Good,0
100653,80252.52,11002.05,201.7,2378.16,Revolving loans, 60 months,7.72,A,849,4.42,13,RENT,Services,2006.31,4681.4,Good,0
100654,65490.45,26978.88,824.35,39661.06,Cash loans, 36 months,9.34,B,731,9.1,25,MORTGAGE,Services,1637.26,3820.28,Good,0
100655,41987.82,33433.56,612.95,48364.16,Cash loans, 60 months,6.43,A,797,10.65,28,MORTGAGE,Manufacturing,1049.7,2449.29,Poor,0
100656,209150.98,23030.86,703.72,11718.22,Cash loans, 36 months,25.7,F,547,25.8,29,RENT,Trading,5228.78,12200.47,Good,1
100657,196751.1,227826.57,6961.37,202280.74,Cash loans, 36 months,17.19,D,628,4.66,10,OWN,Manufacturing,4918.77,11477.15,Good,0
100658,30428.08,42782.11,1307.23,16839.54,Cash loans, 36 months,16.91,D,647,30.95,3,MORTGAGE,Services,760.7,1774.97,Good,0
100659,855622.34,831194.43,25397.61,847582.54,Cash loans, 36 months,17.58,D,621,38.07,17,MORTGAGE,Manufacturing,21390.56,49911.3,Good,0
100660,352731.03,391902.59,11974.8,94995.99,Cash loans, 36 months,20.86,E,591,30.43,1,MORTGAGE,Manufacturing,8818.27,20575.98,Good,1
100661,425304.8,289460.44,8844.62,165842.6,Cash loans, 36 months,24.73,F,513,28.41,27,OWN,Manufacturing,10632.62,24809.45,Good,1
100662,25000.0,32619.37,598.02,6765.19,Cash loans, 60 months,9.83,B,745,16.99,16,MORTGAGE,Manufacturing,625.0,1458.33,Good,0
100663,25000.0,41407.6,1265.23,2533.21,Cash loans, 36 months,6.46,A,759,34.37,25,MORTGAGE,Trading,625.0,1458.33,Good,0
100664,330230.72,144719.85,2653.2,59939.77,Revolving loans, 60 months,10.72,B,711,14.59,27,MORTGAGE,Manufacturing,8255.77,19263.46,Average,0
100665,25000.0,27354.78,835.84,38301.11,Cash loans, 36 months,6.88,A,778,29.91,6,MORTGAGE,Manufacturing,625.0,1458.33,Good,0
100666,171135.17,28401.71,867.83,25621.64,Cash loans, 36 months,12.9,C,694,4.79,20,OWN,Manufacturing,4278.38,9982.88,Good,0
100667,318359.48,228007.77,4180.14,46314.82,Cash loans, 60 months,10.43,B,731,8.91,5,MORTGAGE,Services,7958.99,18570.97,Average,0
100668,41484.4,48485.85,1481.51,46829.62,Cash loans, 36 months,6.8,A,771,10.02,0,MORTGAGE,Trading,1037.11,2419.92,Good,0
100669,349885.3,434577.51,7967.25,619658.87,Cash loans, 60 months,10.55,B,714,10.74,10,OWN,Manufacturing,8747.13,20409.98,Average,0
100670,975798.45,465365.92,8531.71,357029.34,Cash loans, 60 months,12.71,C,687,16.44,7,OWN,Manufacturing,24394.96,56921.58,Good,0
100671,198104.81,327823.62,10016.83,152633.74,Cash loans, 36 months,17.11,D,634,9.6,11,MORTGAGE,Trading,4952.62,11556.11,Good,0
100672,25670.2,28656.1,875.6,5676.78,Cash loans, 36 months,6.06,A,828,17.54,28,OWN,Trading,641.75,1497.43,Good,0
100673,38787.5,4510.27,137.81,1295.53,Cash loans, 36 months,7.98,A,753,18.38,18,RENT,Manufacturing,969.69,2262.6,Good,0
100674,299353.75,527730.32,16125.09,320093.06,Cash loans, 36 months,7.85,A,850,28.03,6,OWN,Services,7483.85,17462.3,Good,0
100675,33541.17,32122.5,981.52,38059.66,Cash loans, 36 months,25.65,F,466,11.66,15,OWN,Services,838.53,1956.57,Poor,1
100676,360662.53,362209.85,11067.52,504160.36,Cash loans, 36 months,12.73,C,677,29.38,26,MORTGAGE,Trading,9016.56,21038.65,Good,0
100677,54077.26,91822.4,2805.68,19167.01,Cash loans, 36 months,25.07,F,566,10.74,15,OWN,Services,1351.93,3154.51,Good,1
100678,25000.0,14004.3,427.91,16277.02,Cash loans, 36 months,7.01,A,770,18.15,29,OWN,Services,625.0,1458.33,Good,0
100679,42381.35,81325.4,2484.94,26790.91,Cash loans, 36 months,17.62,D,622,3.06,10,MORTGAGE,Manufacturing,1059.53,2472.25,Good,0
100680,59679.19,15960.63,292.61,17531.97,Cash loans, 60 months,16.81,D,622,32.81,4,MORTGAGE,Trading,1491.98,3481.29,Good,1
100681,3619881.48,6567430.37,120402.89,7894873.65,Revolving loans, 60 months,13.69,C,672,19.8,15,RENT,Manufacturing,90497.04,211159.75,Good,0
100682,115815.58,70709.05,2160.55,75599.12,Cash loans, 36 months,7.2,A,850,36.17,16,OWN,Services,2895.39,6755.91,Average,0
100683,25000.0,26196.46,480.27,18168.36,Cash loans, 60 months,20.06,E,583,36.26,17,MORTGAGE,Manufacturing,625.0,1458.33,Good,0
100684,25000.0,18833.04,575.45,24978.47,Cash loans, 36 months,6.5,A,754,15.32,1,MORTGAGE,Services,625.0,1458.33,Average,0
100685,404912.37,308017.6,5646.99,93170.03,Cash loans, 60 months,7.71,A,753,6.51,18,OWN,Manufacturing,10122.81,23619.89,Good,0
100686,143350.94,33236.07,609.33,40333.6,Cash loans, 60 months,19.89,E,600,24.61,23,OWN,Services,3583.77,8362.14,Good,0
100687,68141.03,120268.68,3674.88,2141.63,Cash loans, 36 months,25.75,F,512,21.39,18,OWN,Services,1703.53,3974.89,Good,1
100688,31468.41,41039.8,1253.99,47046.64,Cash loans, 36 months,13.05,C,679,5.16,22,OWN,Services,786.71,1835.66,Good,0
100689,25000.0,7060.33,215.73,574.76,Cash loans, 36 months,9.12,B,725,2.11,9,OWN,Services,625.0,1458.33,Good,0
100690,133036.85,144102.31,2641.88,118686.24,Cash loans, 60 months,17.9,D,630,16.07,29,MORTGAGE,Manufacturing,3325.92,7760.48,Poor,1
100691,2552302.29,4739265.75,144810.9,4703625.53,Revolving loans, 36 months,6.33,A,751,27.86,1,OWN,Trading,63807.56,148884.3,Average,0
100692,46289.31,89990.55,1649.83,43626.62,Cash loans, 60 months,25.25,F,565,17.94,12,OWN,Trading,1157.23,2700.21,Good,1
100693,63787.46,43328.96,794.36,4929.85,Cash loans, 60 months,24.52,F,501,18.31,24,RENT,Trading,1594.68,3720.94,Poor,1
100694,130848.48,184601.35,3384.36,57314.93,Revolving loans, 60 months,7.96,A,789,32.61,15,OWN,Services,3271.21,7632.83,Good,0
100695,25000.0,2869.74,52.61,457.87,Cash loans, 60 months,7.42,A,850,11.84,23,OWN,Manufacturing,625.0,1458.33,Good,0
100696,35889.11,68779.23,2101.59,53303.65,Cash loans, 36 months,7.86,A,850,22.27,5,OWN,Manufacturing,897.23,2093.53,Poor,0
100697,43937.06,10727.5,327.78,10037.27,Cash loans, 36 months,6.79,A,850,21.18,10,MORTGAGE,Trading,1098.42,2563.0,Good,0
100698,25633.18,10959.26,334.87,11990.96,Revolving loans, 36 months,24.45,F,561,6.23,11,RENT,Services,640.83,1495.27,Good,1
100699,25000.0,5788.43,176.87,2520.52,Cash loans, 36 months,25.65,F,558,18.04,6,OWN,Services,625.0,1458.33,Good,0
100700,481903.79,512540.04,9396.57,677877.15,Cash loans, 60 months,6.5,A,831,23.29,9,OWN,Trading,12047.6,28111.05,Good,0
100701,25000.0,17290.33,316.99,4042.84,Cash loans, 60 months,19.32,E,593,28.52,7,OWN,Trading,625.0,1458.33,Good,1
100702,25229.96,8943.73,163.97,10788.86,Cash loans, 60 months,19.71,E,610,16.26,2,OWN,Manufacturing,630.75,1471.75,Good,0
100703,44520.31,36214.93,1106.57,18638.86,Cash loans, 36 months,12.34,C,674,30.9,5,OWN,Trading,1113.01,2597.02,Good,0
100704,340127.64,132612.71,2431.23,93003.39,Cash loans, 60 months,17.94,D,653,17.98,18,OWN,Trading,8503.19,19840.78,Average,0
100705,169919.32,159740.59,4880.96,93366.16,Cash loans, 36 months,25.74,F,542,23.81,23,OWN,Services,4247.98,9911.96,Poor,1
100706,25000.0,40538.45,743.2,36667.26,Cash loans, 60 months,6.39,A,803,31.67,22,OWN,Trading,625.0,1458.33,Good,0
100707,131344.56,259486.79,7928.76,207053.22,Cash loans, 36 months,13.84,C,697,27.96,23,RENT,Services,3283.61,7661.77,Poor,1
100708,139732.7,81674.73,2495.62,4808.97,Cash loans, 36 months,19.1,E,585,29.78,5,MORTGAGE,Services,3493.32,8151.07,Good,1
100709,25000.0,33352.79,1019.11,21262.17,Cash loans, 36 months,6.65,A,850,19.06,12,MORTGAGE,Manufacturing,625.0,1458.33,Good,0
100710,395525.8,254124.39,7764.91,146033.13,Cash loans, 36 months,16.88,D,644,38.69,2,OWN,Manufacturing,9888.14,23072.34,Good,0
100711,300956.31,95572.22,2920.26,29640.84,Cash loans, 36 months,7.0,A,850,36.46,7,MORTGAGE,Trading,7523.91,17555.78,Poor,1
100712,98781.98,131436.64,4016.12,28942.67,Cash loans, 36 months,7.47,A,812,0.7,17,OWN,Services,2469.55,5762.28,Good,0
100713,271064.63,161338.63,4929.79,81512.9,Cash loans, 36 months,19.54,E,595,18.3,17,MORTGAGE,Services,6776.62,15812.1,Good,0
100714,318422.48,42947.51,1312.29,41089.31,Cash loans, 36 months,7.7,A,780,1.32,15,MORTGAGE,Manufacturing,7960.57,18574.64,Average,0
100715,713601.43,1212188.49,37039.09,620956.48,Cash loans, 36 months,9.16,B,726,9.9,12,RENT,Manufacturing,17840.04,41626.75,Good,0
100716,389264.38,739682.8,13560.85,238055.65,Cash loans, 60 months,10.97,B,713,30.44,8,RENT,Services,9731.61,22707.09,Good,0
100717,391890.4,436350.48,13332.93,168062.25,Cash loans, 36 months,19.08,E,609,36.24,26,MORTGAGE,Manufacturing,9797.26,22860.27,Good,1
100718,180593.91,18447.63,563.68,21113.28,Cash loans, 36 months,16.98,D,630,1.52,26,OWN,Trading,4514.85,10534.64,Average,0
100719,136330.21,214682.7,3935.85,150189.96,Cash loans, 60 months,25.19,F,523,10.26,3,OWN,Trading,3408.25,7952.6,Good,1
100720,292612.48,360632.39,11019.32,197127.0,Cash loans, 36 months,17.5,D,627,25.45,4,MORTGAGE,Trading,7315.31,17069.06,Good,0
100721,573917.31,70613.08,2157.62,76135.9,Cash loans, 36 months,9.24,B,741,14.34,15,OWN,Services,14347.93,33478.51,Average,0
100722,573039.78,980554.85,29961.4,869402.16,Cash loans, 36 months,13.95,C,665,25.84,27,OWN,Manufacturing,14326.0,33427.32,Average,0
100723,497082.75,851585.06,26020.65,1192146.37,Cash loans, 36 months,24.35,F,565,36.43,22,OWN,Trading,12427.07,28996.49,Good,1
100724,25000.0,5262.97,160.81,5689.25,Cash loans, 36 months,17.13,D,632,16.92,27,OWN,Services,625.0,1458.33,Poor,1
100725,25000.0,11068.41,338.2,3577.36,Cash loans, 36 months,7.15,A,778,38.76,25,OWN,Trading,625.0,1458.33,Average,0
100726,26087.4,22012.85,403.57,7.95,Cash loans, 60 months,12.66,C,663,1.22,25,RENT,Manufacturing,652.18,1521.77,Good,0
100727,721726.52,362922.29,11089.29,236227.16,Cash loans, 36 months,10.06,B,727,24.56,13,OWN,Services,18043.17,42100.71,Good,0
100728,798944.75,236311.25,7220.62,1106.52,Cash loans, 36 months,6.95,A,806,4.34,3,RENT,Manufacturing,19973.62,46605.11,Good,0
100729,395429.88,668411.75,20423.69,91593.0,Cash loans, 36 months,7.06,A,850,37.12,28,OWN,Trading,9885.75,23066.74,Good,0
100730,43619.01,69976.26,1282.9,82572.02,Cash loans, 60 months,19.0,E,598,34.3,28,RENT,Manufacturing,1090.48,2544.44,Average,1
100731,35777.93,69929.8,1282.05,6339.47,Cash loans, 60 months,13.9,C,693,33.21,17,OWN,Services,894.44,2087.05,Good,0
100732,1841066.17,2311652.29,70633.82,1661672.04,Cash loans, 36 months,6.16,A,786,12.95,6,RENT,Services,46026.65,107395.53,Good,0
100733,89940.7,130011.34,3972.57,48802.29,Cash loans, 36 months,17.5,D,625,36.58,16,OWN,Services,2248.52,5246.54,Average,1
100734,105519.07,188197.54,3450.29,261917.36,Cash loans, 60 months,12.03,C,672,20.13,3,MORTGAGE,Trading,2637.98,6155.28,Good,0
100735,77836.52,146259.43,4469.04,2646.39,Cash loans, 36 months,19.4,E,594,23.18,25,MORTGAGE,Manufacturing,1945.92,4540.46,Good,1
100736,66397.39,119378.02,3647.66,100763.08,Cash loans, 36 months,9.28,B,728,36.88,25,OWN,Services,1659.94,3873.18,Good,0
100737,2984812.43,442795.65,13529.87,592953.77,Cash loans, 36 months,12.27,C,667,20.48,7,OWN,Trading,74620.31,174114.06,Good,0
100738,134772.87,23143.18,707.15,7983.06,Cash loans, 36 months,7.36,A,850,26.15,4,OWN,Manufacturing,3369.32,7861.75,Average,0
100739,43572.02,56763.66,1734.45,22073.13,Revolving loans, 36 months,6.03,A,794,16.64,22,MORTGAGE,Manufacturing,1089.3,2541.7,Good,0
100740,25081.57,20235.56,370.99,25129.9,Cash loans, 60 months,7.44,A,773,23.56,6,OWN,Manufacturing,627.04,1463.09,Good,0
100741,233605.51,117139.51,3579.26,59934.91,Cash loans, 36 months,7.11,A,809,18.5,12,OWN,Trading,5840.14,13626.99,Average,0
100742,25000.0,31598.16,965.5,35750.9,Cash loans, 36 months,13.78,C,698,9.98,16,OWN,Services,625.0,1458.33,Good,0
100743,726514.94,1013839.07,18587.05,353326.28,Cash loans, 60 months,16.24,D,644,0.58,23,MORTGAGE,Trading,18162.87,42380.04,Good,0
100744,59374.44,50790.35,1551.93,59410.9,Cash loans, 36 months,10.72,B,705,20.77,7,RENT,Manufacturing,1484.36,3463.51,Average,0
100745,28198.52,25164.5,768.92,8749.33,Revolving loans, 36 months,9.95,B,719,24.64,23,MORTGAGE,Trading,704.97,1644.91,Poor,1
100746,43070.64,41757.01,1275.91,8763.9,Cash loans, 36 months,19.37,E,599,9.7,1,OWN,Manufacturing,1076.77,2512.45,Good,1
100747,1355455.3,1193818.59,36477.79,448475.98,Cash loans, 36 months,19.03,E,609,3.86,7,OWN,Manufacturing,33886.38,79068.23,Good,0
100748,25000.0,13277.79,243.43,14288.92,Cash loans, 60 months,6.47,A,794,8.06,17,RENT,Services,625.0,1458.33,Good,0
100749,58102.36,85614.52,2616.0,93536.37,Cash loans, 36 months,7.79,A,818,27.24,4,RENT,Trading,1452.56,3389.3,Poor,0
100750,163662.78,44739.71,1367.05,48660.88,Revolving loans, 36 months,6.04,A,827,10.42,19,MORTGAGE,Manufacturing,4091.57,9547.0,Good,0
100751,672599.81,556448.0,17002.58,540591.48,Cash loans, 36 months,19.73,E,603,0.68,11,OWN,Trading,16814.99,39234.99,Good,0
100752,25000.0,10103.52,185.23,14915.3,Cash loans, 60 months,12.51,C,673,27.96,24,RENT,Manufacturing,625.0,1458.33,Average,0
100753,299349.25,134738.19,4117.0,54783.81,Cash loans, 36 months,6.18,A,850,37.05,23,RENT,Services,7483.73,17462.04,Poor,1
100754,68776.09,18459.68,338.43,13297.52,Cash loans, 60 months,16.72,D,650,33.21,18,RENT,Trading,1719.4,4011.94,Poor,1
100755,85448.74,124337.84,3799.21,178210.51,Cash loans, 36 months,10.15,B,717,35.32,12,RENT,Trading,2136.22,4984.51,Good,0
100756,41149.23,68274.48,2086.16,102198.21,Cash loans, 36 months,13.82,C,686,28.97,14,RENT,Services,1028.73,2400.37,Poor,0
100757,65155.5,34183.13,626.69,9783.7,Cash loans, 60 months,16.98,D,650,9.31,23,OWN,Manufacturing,1628.89,3800.74,Good,0
100758,25000.0,39852.45,1217.71,24930.62,Cash loans, 36 months,6.25,A,822,34.35,18,OWN,Trading,625.0,1458.33,Poor,1
100759,83383.06,44325.14,1354.38,32717.39,Cash loans, 36 months,16.94,D,635,30.61,1,RENT,Manufacturing,2084.58,4864.01,Good,1
